data,tokens
comment : really good tips share testimony thank god using dr kanayo days herbal medicine cure hiv permanently suffering hiv since people took advantage sickness felt hope lost last week came across dr kanayo video youtube,"['comment', 'really', 'good', 'tip', 'share', 'testimony', 'thank', 'god', 'use', 'dr', 'kanayo', 'days', 'herbal', 'medicine', 'cure', 'hiv', 'permanently', 'suffer', 'hiv', 'since', 'people', 'take', 'advantage', 'sickness', 'felt', 'hope', 'lose', 'last', 'week', 'come', 'across', 'dr', 'kanayo', 'video', 'youtube']"
comment : yet til day ’ still drugs abusing xanax,"['comment', 'yet', 'til', 'day', 'still', 'drug', 'abuse', 'xanax']"
comment :,['comment']
comment : everyone aids,"['comment', 'everyone', 'aid']"
comment : looks geez,"['comment', 'look', 'geez']"
comment : ’ giving articles people americans canadians ’ know herbal product aunty brought dr kanayo peterson days product home california dad told brotherinlaw diagnosed hiv used two weeks like said cured hiv dr kanayo peterson dad order diabetes product want get full negative get hiv cure best herbal doctor ever dr kanayo peterson,"['comment', 'give', 'article', 'people', 'americans', 'canadians', 'know', 'herbal', 'product', 'aunty', 'bring', 'dr', 'kanayo', 'peterson', 'days', 'product', 'home', 'california', 'dad', 'tell', 'brotherinlaw', 'diagnose', 'hiv', 'use', 'two', 'weeks', 'like', 'say', 'cure', 'hiv', 'dr', 'kanayo', 'peterson', 'dad', 'order', 'diabetes', 'product', 'want', 'get', 'full', 'negative', 'get', 'hiv', 'cure', 'best', 'herbal', 'doctor', 'ever', 'dr', 'kanayo', 'peterson']"
comment : give edibles,"['comment', 'give', 'edibles']"
comment : fuck people,"['comment', 'fuck', 'people']"
comment : wow aaron carter used shittttttt ’ know ’ truth sad smh,"['comment', 'wow', 'aaron', 'carter', 'use', 'shittttttt', 'know', 'truth', 'sad', 'smh']"
comment : gay,"['comment', 'gay']"
comment : getting cure hiv powerful concept often spoken holy grail hiv research although effective antihiv drugs transformed hiv chronic manageable condition live rather die taking lifelong therapy different proposition definitively cured put whole human race affordable scalable hiv cure worked well would put global eradication new hiv infections within reach also transforming lives living virus given effectiveness drugs treating preventing hiv infection say everyone reading im living witness unlike fraudsters online scammers play leave frustrated lose money hope drugs cost less worth try interested getting cured hiv kinds cancer deadly diseases communication link doctor new medicine took got cured totally doctor harvey contact dr harvey via emaildrharveyphytotherapyyahoocom whatsapp,"['comment', 'get', 'cure', 'hiv', 'powerful', 'concept', 'often', 'speak', 'holy', 'grail', 'hiv', 'research', 'although', 'effective', 'antihiv', 'drug', 'transform', 'hiv', 'chronic', 'manageable', 'condition', 'live', 'rather', 'die', 'take', 'lifelong', 'therapy', 'different', 'proposition', 'definitively', 'cure', 'put', 'whole', 'human', 'race', 'affordable', 'scalable', 'hiv', 'cure', 'work', 'well', 'would', 'put', 'global', 'eradication', 'new', 'hiv', 'infections', 'within', 'reach', 'also', 'transform', 'live', 'live', 'virus', 'give', 'effectiveness', 'drug', 'treat', 'prevent', 'hiv', 'infection', 'say', 'everyone', 'read', 'im', 'live', 'witness', 'unlike', 'fraudsters', 'online', 'scammers', 'play', 'leave', 'frustrate', 'lose', 'money', 'hope', 'drug', 'cost', 'less', 'worth', 'try', 'interest', 'get', 'cure', 'hiv', 'kinds', 'cancer', 'deadly', 'diseases', 'communication', 'link', 'doctor', 'new', 'medicine', 'take', 'get', 'cure', 'totally', 'doctor', 'harvey', 'contact', 'dr', 'harvey', 'via', 'emaildrharveyphytotherapyyahoocom', 'whatsapp']"
comment : system weak,"['comment', 'system', 'weak']"
comment : needs mother make soul food comfort food black mama adopt,"['comment', 'need', 'mother', 'make', 'soul', 'food', 'comfort', 'food', 'black', 'mama', 'adopt']"
comment : got test forced paid tv wtf wrong stop sexual life drug abuse taking test bet hes irresponsible person please get tested every month,"['comment', 'get', 'test', 'force', 'pay', 'tv', 'wtf', 'wrong', 'stop', 'sexual', 'life', 'drug', 'abuse', 'take', 'test', 'bet', 'hes', 'irresponsible', 'person', 'please', 'get', 'test', 'every', 'month']"
comment : save life information needs hopefully take action needs save life,"['comment', 'save', 'life', 'information', 'need', 'hopefully', 'take', 'action', 'need', 'save', 'life']"
comment : meet charlie sheen,"['comment', 'meet', 'charlie', 'sheen']"
comment : tv doctors🤣🤣 yeah right ask doctor suese toochrist,"['comment', 'tv', 'yeah', 'right', 'ask', 'doctor', 'suese', 'toochrist']"
comment : ’ starting think guy never beat shaq,"['comment', 'start', 'think', 'guy', 'never', 'beat', 'shaq']"
comment : looks like meth heroin,"['comment', 'look', 'like', 'meth', 'heroin']"
comment : look hiv positive,"['comment', 'look', 'hiv', 'positive']"
comment : httpswwwyoutubecomwatchvpeudvuvdzbkts httpswwwyoutubecomwatchvszchhbiccwts httpswwwyoutubecomwatchvctasxyfhyts httpswwwyoutubecomwatchvfkkhlbie httpswwwyoutubecomwatchvgtsiimipqts httpswwwyoutubecomwatchvlnhmxfsnmkts httpswwwyoutubecomwatchvyjcwlwigi httpswwwyoutubecomwatchvfoexzmysdy httpswwwyoutubecomwatchvpqfxratwhelistplbffdfebfindex,"['comment', 'httpswwwyoutubecomwatchvpeudvuvdzbkts', 'httpswwwyoutubecomwatchvszchhbiccwts', 'httpswwwyoutubecomwatchvctasxyfhyts', 'httpswwwyoutubecomwatchvfkkhlbie', 'httpswwwyoutubecomwatchvgtsiimipqts', 'httpswwwyoutubecomwatchvlnhmxfsnmkts', 'httpswwwyoutubecomwatchvyjcwlwigi', 'httpswwwyoutubecomwatchvfoexzmysdy', 'httpswwwyoutubecomwatchvpqfxratwhelistplbffdfebfindex']"
comment : lololollolollll real real life hahahahhahahahha dude understand fucking funny filmed hahahaha,"['comment', 'lololollolollll', 'real', 'real', 'life', 'hahahahhahahahha', 'dude', 'understand', 'fuck', 'funny', 'film', 'hahahaha']"
comment : suffering hiv end life still another hope going cure dralamalegmailcom whatsapp,"['comment', 'suffer', 'hiv', 'end', 'life', 'still', 'another', 'hope', 'go', 'cure', 'dralamalegmailcom', 'whatsapp']"
comment : husband diagnosed stage iv pancreatic cancer two years ago symptoms two years prior diagnosis backache fullness stomachache light headedness faintness chemotherapy radiation went remission months returned going nd year gemzar cancerous tumor continues shrink chemotherapy tough quality life say elite survival rate need different treatment options fustrating familyi told dr harvey heard good works herbal medicine friend requested contact information man days called explained everything told herbal products bought followed instructions administer husband believed much god behold weeks went back hospital carry tests husband totally cured free im thankful dr harvey friends family support prayers hard periodyou contact dr harvey via emaildrharveyphytotherapyyahoocom whatsapp cures types cancers diseases natural herbs,"['comment', 'husband', 'diagnose', 'stage', 'iv', 'pancreatic', 'cancer', 'two', 'years', 'ago', 'symptoms', 'two', 'years', 'prior', 'diagnosis', 'backache', 'fullness', 'stomachache', 'light', 'headedness', 'faintness', 'chemotherapy', 'radiation', 'go', 'remission', 'months', 'return', 'go', 'nd', 'year', 'gemzar', 'cancerous', 'tumor', 'continue', 'shrink', 'chemotherapy', 'tough', 'quality', 'life', 'say', 'elite', 'survival', 'rate', 'need', 'different', 'treatment', 'options', 'fustrating', 'familyi', 'tell', 'dr', 'harvey', 'hear', 'good', 'work', 'herbal', 'medicine', 'friend', 'request', 'contact', 'information', 'man', 'days', 'call', 'explain', 'everything', 'tell', 'herbal', 'products', 'buy', 'follow', 'instructions', 'administer', 'husband', 'believe', 'much', 'god', 'behold', 'weeks', 'go', 'back', 'hospital', 'carry', 'test', 'husband', 'totally', 'cure', 'free', 'im', 'thankful', 'dr', 'harvey', 'friends', 'family', 'support', 'prayers', 'hard', 'periodyou', 'contact', 'dr', 'harvey', 'via', 'emaildrharveyphytotherapyyahoocom', 'whatsapp', 'cure', 'type', 'cancers', 'diseases', 'natural', 'herbs']"
comment : aint nothing crack,"['comment', 'aint', 'nothing', 'crack']"
comment : hiv alds since later met dr oguku online cured sickness living testimony problem believe solve contact email drogukusolutiontempl egmailcom whatsapp also,"['comment', 'hiv', 'alds', 'since', 'later', 'meet', 'dr', 'oguku', 'online', 'cure', 'sickness', 'live', 'testimony', 'problem', 'believe', 'solve', 'contact', 'email', 'drogukusolutiontempl', 'egmailcom', 'whatsapp', 'also']"
comment : ever got diagnosed aids would day quit caring would start experimenting hard drugs overdose would kill aids aids death sentence destroying self esteem self confidence self image body inside knows rapidly dying resulting really caring anymore dying personally would help self die suffering extended im clean diseases dont smoke cigarettes mad weed saying ever contracted aids,"['comment', 'ever', 'get', 'diagnose', 'aid', 'would', 'day', 'quit', 'care', 'would', 'start', 'experiment', 'hard', 'drug', 'overdose', 'would', 'kill', 'aid', 'aid', 'death', 'sentence', 'destroy', 'self', 'esteem', 'self', 'confidence', 'self', 'image', 'body', 'inside', 'know', 'rapidly', 'die', 'result', 'really', 'care', 'anymore', 'die', 'personally', 'would', 'help', 'self', 'die', 'suffer', 'extend', 'im', 'clean', 'diseases', 'dont', 'smoke', 'cigarettes', 'mad', 'weed', 'say', 'ever', 'contract', 'aid']"
comment : ’ happy testify good work dr ologunebi suffer hiv virus since frequent symptoms part body private area time go away using acyclovir drugs come back months disheartening since diagnosed finding dr ologunebi reviews convinced definitely cure contacted told get medicine use days go check result negative first said possible used herbal medicine making purchase truly used went test result came back negative made task share good testimony internet sick benefit get cured app call email ologunebiridwangmailcom,"['comment', 'happy', 'testify', 'good', 'work', 'dr', 'ologunebi', 'suffer', 'hiv', 'virus', 'since', 'frequent', 'symptoms', 'part', 'body', 'private', 'area', 'time', 'go', 'away', 'use', 'acyclovir', 'drug', 'come', 'back', 'months', 'dishearten', 'since', 'diagnose', 'find', 'dr', 'ologunebi', 'review', 'convince', 'definitely', 'cure', 'contact', 'tell', 'get', 'medicine', 'use', 'days', 'go', 'check', 'result', 'negative', 'first', 'say', 'possible', 'use', 'herbal', 'medicine', 'make', 'purchase', 'truly', 'use', 'go', 'test', 'result', 'come', 'back', 'negative', 'make', 'task', 'share', 'good', 'testimony', 'internet', 'sick', 'benefit', 'get', 'cure', 'app', 'call', 'email', 'ologunebiridwangmailcom']"
comment : ’ happy testify good work dr ologunebi suffer hiv virus since frequent symptoms part body private area time go away using acyclovir drugs come back months disheartening since diagnosed finding dr ologunebi reviews convinced definitely cure contacted told get medicine use days go check result negative first said possible used herbal medicine making purchase truly used went test result came back negative made task share good testimony internet sick benefit get cured app call email ologunebiridwangmailcom,"['comment', 'happy', 'testify', 'good', 'work', 'dr', 'ologunebi', 'suffer', 'hiv', 'virus', 'since', 'frequent', 'symptoms', 'part', 'body', 'private', 'area', 'time', 'go', 'away', 'use', 'acyclovir', 'drug', 'come', 'back', 'months', 'dishearten', 'since', 'diagnose', 'find', 'dr', 'ologunebi', 'review', 'convince', 'definitely', 'cure', 'contact', 'tell', 'get', 'medicine', 'use', 'days', 'go', 'check', 'result', 'negative', 'first', 'say', 'possible', 'use', 'herbal', 'medicine', 'make', 'purchase', 'truly', 'use', 'go', 'test', 'result', 'come', 'back', 'negative', 'make', 'task', 'share', 'good', 'testimony', 'internet', 'sick', 'benefit', 'get', 'cure', 'app', 'call', 'email', 'ologunebiridwangmailcom']"
comment :,['comment']
comment : please consider supporting lavender clinic transgender lgbqi nonprofit healthcare center hawaii httpswwwpaypalcombizfundidypmuln,"['comment', 'please', 'consider', 'support', 'lavender', 'clinic', 'transgender', 'lgbqi', 'nonprofit', 'healthcare', 'center', 'hawaii', 'httpswwwpaypalcombizfundidypmuln']"
comment : look found really said whew im hiv negative im gon na go celebrate drugs sex strangers,"['comment', 'look', 'find', 'really', 'say', 'whew', 'im', 'hiv', 'negative', 'im', 'gon', 'na', 'go', 'celebrate', 'drug', 'sex', 'strangers']"
comment : hello everyone hiv positive worry cure hiv herbs diagnosed hiv three years cured doctor akhigbedr herbal medicine contact doctor akhigbe also bring back love im happy im grateful whatsapp also message gmail drakhigbehomegmailcom,"['comment', 'hello', 'everyone', 'hiv', 'positive', 'worry', 'cure', 'hiv', 'herbs', 'diagnose', 'hiv', 'three', 'years', 'cure', 'doctor', 'akhigbedr', 'herbal', 'medicine', 'contact', 'doctor', 'akhigbe', 'also', 'bring', 'back', 'love', 'im', 'happy', 'im', 'grateful', 'whatsapp', 'also', 'message', 'gmail', 'drakhigbehomegmailcom']"
comment : want give thanks god give hope people diagnosed hiv never believed free hiv know takings whole lot drugs going government hospital taking drugs free virus kept living virus years suffered rejection ashamed know hivs theres really cure saw article various testimony online herbal doctor dr efe contacted healer shipped cure tried first started cd cd improved weeks finished herbal medication im free virusfriends say traditional remedies real cure cure friends contact herbal doctor cured want live virus forever email drefegmailcom whatsapp number thank later happy like,"['comment', 'want', 'give', 'thank', 'god', 'give', 'hope', 'people', 'diagnose', 'hiv', 'never', 'believe', 'free', 'hiv', 'know', 'take', 'whole', 'lot', 'drug', 'go', 'government', 'hospital', 'take', 'drug', 'free', 'virus', 'keep', 'live', 'virus', 'years', 'suffer', 'rejection', 'ashamed', 'know', 'hivs', 'theres', 'really', 'cure', 'saw', 'article', 'various', 'testimony', 'online', 'herbal', 'doctor', 'dr', 'efe', 'contact', 'healer', 'ship', 'cure', 'try', 'first', 'start', 'cd', 'cd', 'improve', 'weeks', 'finish', 'herbal', 'medication', 'im', 'free', 'virusfriends', 'say', 'traditional', 'remedy', 'real', 'cure', 'cure', 'friends', 'contact', 'herbal', 'doctor', 'cure', 'want', 'live', 'virus', 'forever', 'email', 'drefegmailcom', 'whatsapp', 'number', 'thank', 'later', 'happy', 'like']"
comment : im share worldwide dromijie powerful herbal medicine man cure disease contact let help cured hiv virus internet gave natural cure ended suffering using day went check hospital tested negative cant happier say thank sir use medium sayto everyone dont waste time contact powerful herbal dr omijie kind disease ready help reach whatsapp email dromijiespelltemplegmailcom,"['comment', 'im', 'share', 'worldwide', 'dromijie', 'powerful', 'herbal', 'medicine', 'man', 'cure', 'disease', 'contact', 'let', 'help', 'cure', 'hiv', 'virus', 'internet', 'give', 'natural', 'cure', 'end', 'suffer', 'use', 'day', 'go', 'check', 'hospital', 'test', 'negative', 'cant', 'happier', 'say', 'thank', 'sir', 'use', 'medium', 'sayto', 'everyone', 'dont', 'waste', 'time', 'contact', 'powerful', 'herbal', 'dr', 'omijie', 'kind', 'disease', 'ready', 'help', 'reach', 'whatsapp', 'email', 'dromijiespelltemplegmailcom']"
