Text,Tokenized,Sentiment Scores
beautiful grace strong throughout video thank allowing us follow journey sending many prayers healing,"['beautiful', 'grace', 'strong', 'throughout', 'video', 'thank', 'allowing', 'us', 'follow', 'journey', 'sending', 'many', 'prayers', 'healing']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hard like video sharing journey truly heart felt,"['hard', 'like', 'video', 'sharing', 'journey', 'truly', 'heart', 'felt']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
definitely praying sending prayers love texas,"['definitely', 'praying', 'sending', 'prayers', 'love', 'texas']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
mother took red one called big red,"['mother', 'took', 'red', 'one', 'called', 'big', 'red']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
p glad dylan wheelchair wipe backward onto lawn rather forward pool ya take silliness chatwin boy dylan rock delia uniquely qualified accompany journey god bless xoxo missouri,"['glad', 'dylan', 'wheelchair', 'wipe', 'backward', 'onto', 'lawn', 'rather', 'forward', 'pool', 'ya', 'take', 'silliness', 'chatwin', 'boy', 'dylan', 'rock', 'delia', 'uniquely', 'qualified', 'accompany', 'journey', 'god', 'bless', 'xoxo', 'missouri']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sister recently diagnosed stage 2 breast cancer age 21 started oral chemo rolling far wanted remind strong brave,"['sister', 'recently', 'diagnosed', 'stage', 'breast', 'cancer', 'age', '21', 'started', 'oral', 'chemo', 'rolling', 'far', 'wanted', 'remind', 'strong', 'brave']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying full recovery meantime strength comfort continue chemo journey god bless,"['praying', 'full', 'recovery', 'meantime', 'strength', 'comfort', 'continue', 'chemo', 'journey', 'god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless,"['god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
warrior survivor strong go friends come took turns got first 4 infusions red devil red chemo coined thought blood jesus three years ago diagnosed survivor thriving,"['warrior', 'survivor', 'strong', 'go', 'friends', 'come', 'took', 'turns', 'got', 'first', 'infusions', 'red', 'devil', 'red', 'chemo', 'coined', 'thought', 'blood', 'jesus', 'three', 'years', 'ago', 'diagnosed', 'survivor', 'thriving']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
10 year breast cancer survivor beat much love,"['10', 'year', 'breast', 'cancer', 'survivor', 'beat', 'much', 'love']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
got,['got'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
stay strong went thanks god cancer free know help god want give tip manage pain needle port cream sleep area ask doctor gets hour treatment send blessings,"['stay', 'strong', 'went', 'thanks', 'god', 'cancer', 'free', 'know', 'help', 'god', 'want', 'give', 'tip', 'manage', 'pain', 'needle', 'port', 'cream', 'sleep', 'area', 'ask', 'doctor', 'gets', 'hour', 'treatment', 'send', 'blessings']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hello lovely lady freak first time tinkled red infusion lol lower amount benedryl gave gave happy feet tap dancing seated amusement entertainment clients infused preferred getting infusions room others wonderful chats shared helpful tips first time cancer nails got thin grew exceptionally fast thirteen years later came back nails turned yellow brown took long time grow pink third cancer battle 21 year period still diddy bopping enjoying life today advanced treatments great lasting recovery praying heavenly father bless heal 3 missouri,"['hello', 'lovely', 'lady', 'freak', 'first', 'time', 'tinkled', 'red', 'infusion', 'lol', 'lower', 'amount', 'benedryl', 'gave', 'gave', 'happy', 'feet', 'tap', 'dancing', 'seated', 'amusement', 'entertainment', 'clients', 'infused', 'preferred', 'getting', 'infusions', 'room', 'others', 'wonderful', 'chats', 'shared', 'helpful', 'tips', 'first', 'time', 'cancer', 'nails', 'got', 'thin', 'grew', 'exceptionally', 'fast', 'thirteen', 'years', 'later', 'came', 'back', 'nails', 'turned', 'yellow', 'brown', 'took', 'long', 'time', 'grow', 'pink', 'third', 'cancer', 'battle', '21', 'year', 'period', 'still', 'diddy', 'bopping', 'enjoying', 'life', 'today', 'advanced', 'treatments', 'great', 'lasting', 'recovery', 'praying', 'heavenly', 'father', 'bless', 'heal', 'missouri']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
beautiful strong woman thank sharing journey,"['beautiful', 'strong', 'woman', 'thank', 'sharing', 'journey']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying xoxo,"['praying', 'xoxo']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending love prayers one strong woman admire brave,"['sending', 'love', 'prayers', 'one', 'strong', 'woman', 'admire', 'brave']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
port 4 years getting flushed every month worst part one sailing tasted sooo bad hated sooo bad port anymore cuz come skin ended emergency surgery last summer able take whole thing scar tissues build around port catheter port still 8 inch catheter port left inside prayers strong person ever give,"['port', 'years', 'getting', 'flushed', 'every', 'month', 'worst', 'part', 'one', 'sailing', 'tasted', 'sooo', 'bad', 'hated', 'sooo', 'bad', 'port', 'anymore', 'cuz', 'come', 'skin', 'ended', 'emergency', 'surgery', 'last', 'summer', 'able', 'take', 'whole', 'thing', 'scar', 'tissues', 'build', 'around', 'port', 'catheter', 'port', 'still', 'inch', 'catheter', 'port', 'left', 'inside', 'prayers', 'strong', 'person', 'ever', 'give']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending prayers hugs,"['sending', 'prayers', 'hugs']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
strong recently got diagnosed stage 4 lung cancer age 24 first chemotherapy treatment thursday,"['strong', 'recently', 'got', 'diagnosed', 'stage', 'lung', 'cancer', 'age', '24', 'first', 'chemotherapy', 'treatment', 'thursday']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
thank sharing intimate thing sending prayers way,"['thank', 'sharing', 'intimate', 'thing', 'sending', 'prayers', 'way']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
súper women,"['súper', 'women']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
admire positive outlook life difficult situation stay strong girl,"['admire', 'positive', 'outlook', 'life', 'difficult', 'situation', 'stay', 'strong', 'girl']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia rockstar strong continue prayers great,"['delia', 'rockstar', 'strong', 'continue', 'prayers', 'great']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
many people watching praying faith god everything possible keep fighting keep positive attitude surround family good people,"['many', 'people', 'watching', 'praying', 'faith', 'god', 'everything', 'possible', 'keep', 'fighting', 'keep', 'positive', 'attitude', 'surround', 'family', 'good', 'people']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sorry going delia pleased dylan side keep strong wishing well fight much love uk,"['sorry', 'going', 'delia', 'pleased', 'dylan', 'side', 'keep', 'strong', 'wishing', 'well', 'fight', 'much', 'love', 'uk']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless,"['god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless heart strong still remember port chest 16y aml brave one remission 20 yrs front liner take care delia,"['god', 'bless', 'heart', 'strong', 'still', 'remember', 'port', 'chest', '16y', 'aml', 'brave', 'one', 'remission', '20', 'yrs', 'front', 'liner', 'take', 'care', 'delia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
thanks sharing us keep fight got following story,"['thanks', 'sharing', 'us', 'keep', 'fight', 'got', 'following', 'story']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing praying delia youll get hair gorgeous looks exactly like bio hair lol love tshirt good people laugh stay positive illness,"['amazing', 'praying', 'delia', 'youll', 'get', 'hair', 'gorgeous', 'looks', 'exactly', 'like', 'bio', 'hair', 'lol', 'love', 'tshirt', 'good', 'people', 'laugh', 'stay', 'positive', 'illness']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
beautiful strong sending big hug,"['beautiful', 'strong', 'sending', 'big', 'hug']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless husband worrier god kingdom,"['god', 'bless', 'husband', 'worrier', 'god', 'kingdom']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sorry going courageous pray healing fast recovery,"['sorry', 'going', 'courageous', 'pray', 'healing', 'fast', 'recovery']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing hope impact people smile make even grumpy grinch smile genuinely happy positivity genuine happiness makes better person hope know proud may know made proud let bump journey crumble took bull horns slaying cannot wait see video ringing bell deserve much light shines bright amazing personality queen keep head beautiful girl take day day like almost end road,"['amazing', 'hope', 'impact', 'people', 'smile', 'make', 'even', 'grumpy', 'grinch', 'smile', 'genuinely', 'happy', 'positivity', 'genuine', 'happiness', 'makes', 'better', 'person', 'hope', 'know', 'proud', 'may', 'know', 'made', 'proud', 'let', 'bump', 'journey', 'crumble', 'took', 'bull', 'horns', 'slaying', 'cannot', 'wait', 'see', 'video', 'ringing', 'bell', 'deserve', 'much', 'light', 'shines', 'bright', 'amazing', 'personality', 'queen', 'keep', 'head', 'beautiful', 'girl', 'take', 'day', 'day', 'like', 'almost', 'end', 'road']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
definitely amazing think often praying always wishing best outcome amazing future,"['definitely', 'amazing', 'think', 'often', 'praying', 'always', 'wishing', 'best', 'outcome', 'amazing', 'future']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god jesus worry anything praying sister,"['god', 'jesus', 'worry', 'anything', 'praying', 'sister']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
guys cute get well soon delia,"['guys', 'cute', 'get', 'well', 'soon', 'delia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying god bless tenn,"['praying', 'god', 'bless', 'tenn']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
strong woman make treatment look easy,"['strong', 'woman', 'make', 'treatment', 'look', 'easy']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending many prayers delia dylan go journey family know heavenly father showering protective angels keep body safe infection harm strong courageous beautiful wonderful spectacular sending huge hugs,"['sending', 'many', 'prayers', 'delia', 'dylan', 'go', 'journey', 'family', 'know', 'heavenly', 'father', 'showering', 'protective', 'angels', 'keep', 'body', 'safe', 'infection', 'harm', 'strong', 'courageous', 'beautiful', 'wonderful', 'spectacular', 'sending', 'huge', 'hugs']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing thoughts prayers 3 stay strong,"['amazing', 'thoughts', 'prayers', 'stay', 'strong']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia beat amazing strength loving support dylan everyone youtube even though really hard make sick drain smile beautiful spirit positivity traumatic treatment going many blessings,"['delia', 'beat', 'amazing', 'strength', 'loving', 'support', 'dylan', 'everyone', 'youtube', 'even', 'though', 'really', 'hard', 'make', 'sick', 'drain', 'smile', 'beautiful', 'spirit', 'positivity', 'traumatic', 'treatment', 'going', 'many', 'blessings']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
stay strong love,"['stay', 'strong', 'love']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia beautiful young woman stay positive come much easier finished treatment almost year day diagnosed wonderful support beautiful husband must help immensely love im sure kick cancers xxxx,"['delia', 'beautiful', 'young', 'woman', 'stay', 'positive', 'come', 'much', 'easier', 'finished', 'treatment', 'almost', 'year', 'day', 'diagnosed', 'wonderful', 'support', 'beautiful', 'husband', 'must', 'help', 'immensely', 'love', 'im', 'sure', 'kick', 'cancers', 'xxxx']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
new subscriber need go back watch beginning trooper,"['new', 'subscriber', 'need', 'go', 'back', 'watch', 'beginning', 'trooper']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
praying delia,"['praying', 'delia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wanted cry whole video emotional said forever awe strength inspire beyond express love chile,"['wanted', 'cry', 'whole', 'video', 'emotional', 'said', 'forever', 'awe', 'strength', 'inspire', 'beyond', 'express', 'love', 'chile']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
inspiration strong calm sending much love postive vibes,"['inspiration', 'strong', 'calm', 'sending', 'much', 'love', 'postive', 'vibes']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hope beat move life best health,"['hope', 'beat', 'move', 'life', 'best', 'health']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sending lots love well done trooper,"['sending', 'lots', 'love', 'well', 'done', 'trooper']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hi gorgeous strongest women ever seen please lord pray health freedom horrible cancer thank teaching us strong even hard time,"['hi', 'gorgeous', 'strongest', 'women', 'ever', 'seen', 'please', 'lord', 'pray', 'health', 'freedom', 'horrible', 'cancer', 'thank', 'teaching', 'us', 'strong', 'even', 'hard', 'time']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hey pretty lady went chemo well stem cell transplant life chemo cancer stay strong got body abs minds amazing long hard road,"['hey', 'pretty', 'lady', 'went', 'chemo', 'well', 'stem', 'cell', 'transplant', 'life', 'chemo', 'cancer', 'stay', 'strong', 'got', 'body', 'abs', 'minds', 'amazing', 'long', 'hard', 'road']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia go girl,"['delia', 'go', 'girl']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
6 4 year old asked text prayer dear jesus pray dalia gets healed cancer medicine help cancer away get healed minutes hope dont get cancer written verbatim,"['year', 'old', 'asked', 'text', 'prayer', 'dear', 'jesus', 'pray', 'dalia', 'gets', 'healed', 'cancer', 'medicine', 'help', 'cancer', 'away', 'get', 'healed', 'minutes', 'hope', 'dont', 'get', 'cancer', 'written', 'verbatim']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
inspiration beautiful attitude soul,"['inspiration', 'beautiful', 'attitude', 'soul']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia dylan prayers mother cancer survivor well mil god please delia thru cancer journey amen,"['delia', 'dylan', 'prayers', 'mother', 'cancer', 'survivor', 'well', 'mil', 'god', 'please', 'delia', 'thru', 'cancer', 'journey', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
heavenly father please heal delia,"['heavenly', 'father', 'please', 'heal', 'delia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
thinking delia sending prayers stay strong take one day time sending dylan big hug xx,"['thinking', 'delia', 'sending', 'prayers', 'stay', 'strong', 'take', 'one', 'day', 'time', 'sending', 'dylan', 'big', 'hug', 'xx']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
finished red devil accomplishment currently fighting breast cancer also finished ac middle 12 weekly taxol kicking cancers ass much proud hugs pink sister,"['finished', 'red', 'devil', 'accomplishment', 'currently', 'fighting', 'breast', 'cancer', 'also', 'finished', 'ac', 'middle', '12', 'weekly', 'taxol', 'kicking', 'cancers', 'ass', 'much', 'proud', 'hugs', 'pink', 'sister']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
strongest woman know wish much much love way believe much hugs germany,"['strongest', 'woman', 'know', 'wish', 'much', 'much', 'love', 'way', 'believe', 'much', 'hugs', 'germany']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
9 years ago hell kick butt attitude sucks know sometimes helps find something laugh goes came home one surgeries 8 drains hanging body hurt uncomfortable great look determined take shower least feel fresh husband helped step shower wow nice helped proceeded towel dry head toe around ankles caught reflection,"['years', 'ago', 'hell', 'kick', 'butt', 'attitude', 'sucks', 'know', 'sometimes', 'helps', 'find', 'something', 'laugh', 'goes', 'came', 'home', 'one', 'surgeries', 'drains', 'hanging', 'body', 'hurt', 'uncomfortable', 'great', 'look', 'determined', 'take', 'shower', 'least', 'feel', 'fresh', 'husband', 'helped', 'step', 'shower', 'wow', 'nice', 'helped', 'proceeded', 'towel', 'dry', 'head', 'toe', 'around', 'ankles', 'caught', 'reflection']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
prayers going chemo know going though never give,"['prayers', 'going', 'chemo', 'know', 'going', 'though', 'never', 'give']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
pray healing deila,"['pray', 'healing', 'deila']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
